Training Record ID,Routeway,Days On Programme,Age at Induction,Actual Learner Type,Maths GCSE Grade,English GCSE Grade,Company Size,Industry,Appr Opp Concern,Apprentice Salary,Ethnicity,Gender,LLDD Health Prob
34039,IT,371,18,New Apprentice,6,6,250-499,Jobs & Education,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34021,DM,383,18,New Apprentice,4,5,Oct-49,Autos & Vehicles,,"15,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34019,DM,371,22,New Apprentice,7,7,Oct-49,Computers & Electronics,,"15,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34008,IT,366,19,New Apprentice,5,4,250-499,Business & Industrial,"DC 19/07/22 - Been back to the customer 3 times, Duty 10 is weak however the role fits the programme","15,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33982,DM,379,19,New Apprentice,5,6,01-Sep,Business & Industrial,DC 18/05/22 - Initial concern on mentor as only 1 marketing person in the business. AFH cleared up with the employer - multiple people support with marketing,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33981,DM,369,24,New Apprentice,C,A,01-Sep,Business & Industrial,,"15,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33973,IT,369,25,New Apprentice,B,C,250-499,Computers & Electronics,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33971,IT,369,22,New Apprentice,B,C,Oct-49,Computers & Electronics,,"15,000",31,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33933,SWD,368,32,New Apprentice,N/A,N/A,Oct-49,Computers & Electronics,,"15,000",40,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33932,SWD,367,25,New Apprentice,A*,B,50-249,Computers & Electronics,DC 26/04/22 - Initial job role on career development brief was for a testing role. Lacey challenged this employer says they will only test for the first 6-8 weeks then its a developer role,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33931,SWD,368,17,New Apprentice,6,7,Oct-49,Business & Industrial,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33923,DA,369,24,New Apprentice,A,A*,Oct-49,Business & Industrial,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33910,IT,376,25,New Apprentice,C,C,Oct-49,Law & Government,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33893,DM,388,23,New Apprentice,C,B,50-249,Home & Garden,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33873,SWD,367,20,New Apprentice,6,5,Oct-49,Internet & Telecom,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33871,SWD,367,23,New Apprentice,A,B,Oct-49,Computers & Electronics,,"15,000",31,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33870,SWD,371,24,New Apprentice,B,D,50-249,Business & Industrial,OB - 04/05 - Some concerns around Infrastructure Manager being main mentor and only 1 dev in the company. have had several confirmations that Steve can support and has the knowledge and that this role is Development and not DevOps. Agreed to by DC,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33813,IT,367,19,New Apprentice,5,3,50-249,Finance,,"15,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33772,IT,366,21,New Apprentice,A,7,50-249,Jobs & Education,,"15,000",38,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33736,IT,369,23,New Apprentice,B,B,01-Sep,Computers & Electronics,,"15,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33640,SWD,373,17,New Apprentice,7,7,50-249,Business & Industrial,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33635,SWD,369,24,New Apprentice,B,C,Oct-49,Computers & Electronics,,"15,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33608,SWD,369,26,New Apprentice,C,C,Oct-49,Internet & Telecom,,"15,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33604,DA,368,26,New Apprentice,A,A,Oct-49,Business & Industrial,,"15,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33577,DM,371,19,New Apprentice,4,5,"1,000+",Business & Industrial,,"15,000",35,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33576,DM,371,26,New Apprentice,A,B,Oct-49,Business & Industrial,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33546,IT,386,22,New Apprentice,C,C,Oct-49,Computers & Electronics,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33544,IT,370,20,New Apprentice,5,3,250-499,Jobs & Education,,"15,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33527,DM,408,23,WFD,C,A,"1,000+",Health,,"15,000",40,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33446,DA,367,19,New Apprentice,9,9,250-499,Jobs & Education,,"15,000",37,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33435,DM,370,27,New Apprentice,N/A,A*,50-249,Shopping,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33415,IT,369,21,New Apprentice,9,5,500-999,Business & Industrial,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33401,DM,378,21,New Apprentice,4,6,50-249,Beauty & Fitness,,"15,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33400,DM,382,23,New Apprentice,E,C,Oct-49,Business & Industrial,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33397,SWD,367,18,New Apprentice,7,6,01-Sep,Internet & Telecom,,"15,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33395,SWD,367,31,New Apprentice,C,C,Oct-49,Business & Industrial,,"15,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33394,SWD,367,29,New Apprentice,C,A,Oct-49,Finance,,"15,000",34,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33371,DA,421,25,New Apprentice,B,C,Oct-49,Business & Industrial,,"15,000",41,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33364,IT,585,25,New Apprentice,C,C,Oct-49,Internet & Telecom,,"15,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33362,IT,367,22,New Apprentice,4,4,250-499,Jobs & Education,,"15,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33356,DM,367,23,New Apprentice,A*,A*,01-Sep,Business & Industrial,,"15,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33316,DM,372,20,New Apprentice,6,7,50-249,Jobs & Education,,"15,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33300,DA,372,19,New Apprentice,7,7,Oct-49,Business & Industrial,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33211,IT,379,19,New Apprentice,5,4,50-249,Business & Industrial,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33183,DM,394,25,New Apprentice,C,C,01-Sep,Computers & Electronics,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33127,IT,401,20,New Apprentice,4,5,50-249,Business & Industrial,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33120,IT,414,20,New Apprentice,5,6,01-Sep,Jobs & Education,,"15,000",40,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33101,IT,395,19,New Apprentice,4,6,01-Sep,Internet & Telecom,,"15,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33060,DM,449,19,New Apprentice,5,5,Oct-49,Business & Industrial,,"15,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33037,DA,374,20,New Apprentice,7,6,Oct-49,Business & Industrial,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33033,DA,409,24,New Apprentice,C,C,Oct-49,Computers & Electronics,,"15,000",31,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
32987,IT,371,19,New Apprentice,7,5,250-499,Computers & Electronics,,"15,000",40,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32986,IT,671,20,New Apprentice,7,8,50-249,Computers & Electronics,,"15,000",34,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32971,DA,513,39,New Apprentice,C,B,50-249,News,,"15,000",44,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32966,IT,373,20,New Apprentice,4,4,250-499,Sports,,"15,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
32958,IT,371,19,New Apprentice,4,5,50-249,Business & Industrial,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32929,DM,366,21,New Apprentice,A,B,500-999,Computers & Electronics,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32854,IT,701,18,New Apprentice,5,7,01-Sep,Computers & Electronics,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32853,IT,383,18,New Apprentice,6,5,250-499,Home & Garden,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32837,SWD,366,17,New Apprentice,6,5,Oct-49,Business & Industrial,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32786,IT,422,22,New Apprentice,B,B,01-Sep,Internet & Telecom,,"15,000",34,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32717,DA,460,19,New Apprentice,8,5,"1,000+",Finance,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32710,SWD,396,31,New Apprentice,B,B,Oct-49,Internet & Telecom,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32649,IT,450,18,New Apprentice,7,4,,Internet & Telecom,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32625,IT,463,28,New Apprentice,N/A,D,250-499,Business & Industrial,,"15,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34785,DM,385,33,New Apprentice,B,B,Oct-49,Business & Industrial,,"14,700",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35041,IT,373,22,New Apprentice,4,4,Oct-49,Jobs & Education,DC 30/01/23 - Duty 10 fits however lacks a bit of detail don't want to go back and forth with the employer,"14,625",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32651,IT,366,24,New Apprentice,C,B,01-Sep,Computers & Electronics,,"14,625",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35376,IT,369,19,New Apprentice,5,4,500-999,Business & Industrial,,"14,605",34,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
36526,IT,425,24,New Apprentice,A*,C,50-249,Computer Software,,"14,500",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
35281,IT,371,25,New Apprentice,B,B,01-Sep,Internet & Telecom,,"14,500",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35200,DM,372,27,New Apprentice,C,B,Oct-49,Food & Drink,,"14,500",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34938,IT,372,18,New Apprentice,6,6,Oct-49,News,,"14,500",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34100,IT,382,17,New Apprentice,6,6,50-249,Business & Industrial,,"14,500",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33363,IT,373,21,New Apprentice,6,5,Oct-49,Business & Industrial,,"14,500",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32679,DM,366,22,New Apprentice,C,C,50-249,Home & Garden,,"14,500",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33737,IT,369,23,New Apprentice,C,F,250-499,Business & Industrial,,"14,465",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34074,IT,372,20,New Apprentice,4,5,Oct-49,Internet & Telecom,,"14,462",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35527,IT,380,20,Straight Sign Up,4,4,50-249,Jobs & Education,,"14,450",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
35423,SWD,368,21,New Apprentice,9,7,50-249,Business & Industrial,,"14,400",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34079,IT,384,18,New Apprentice,5,7,Oct-49,Computers & Electronics,,"14,400",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35485,IT,379,22,New Apprentice,6,5,"1,000+",News,,"14,200",35,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33339,DM,449,18,New Apprentice,6,7,01-Sep,Business & Industrial,,"14,200",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34660,IT,366,29,New Apprentice,B,B,250-499,Jobs & Education,,"14,059",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32871,IT,595,19,New Apprentice,6,6,500-999,Arts & Entertainment,,"14,040",38,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
36047,IT,379,19,New Apprentice,4,5,50-249,Computers & Electronics,,"14,000",34,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35640,IT,378,18,New Apprentice,4,4,50-249,Computers & Electronics,,"14,000",40,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35617,IT,372,18,New Apprentice,4,4,Oct-49,Computers & Electronics,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35522,IT,380,18,New Apprentice,6,6,50-249,Jobs & Education,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35368,DM,379,22,New Apprentice,4,7,Oct-49,Computers & Electronics,"SJ 05/04/2023 - hybrid role 3 in office, 2 at home.","14,000",37,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35267,IT,381,22,New Apprentice,5,4,01-Sep,Computers & Electronics,SJ 28/02 - wage signed off.,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35259,IT,380,28,New Apprentice,A,C,50-249,Jobs & Education,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35150,IT,381,25,New Apprentice,C,C,Oct-49,Internet & Telecom,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35057,DM,385,23,New Apprentice,5,4,Oct-49,Internet & Telecom,,"14,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35056,DM,388,18,Straight Sign Up,3,9,01-Sep,Internet & Telecom,,"14,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35029,IT,374,19,New Apprentice,6,6,50-249,Jobs & Education,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35027,IT,391,21,New Apprentice,5,4,Oct-49,Jobs & Education,,"14,000",37,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35012,IT,371,21,New Apprentice,5,6,50-249,Computers & Electronics,,"14,000",40,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34982,IT,369,24,New Apprentice,B,C,50-249,Business & Industrial,SJ 15/02 - initial issues with scripting but all cleared.,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34981,IT,376,23,Straight Sign Up,4,4,01-Sep,Business & Industrial,,"14,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34976,IT,376,21,New Apprentice,9,6,50-249,Jobs & Education,,"14,000",34,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34973,IT,369,20,New Apprentice,7,5,Oct-49,Jobs & Education,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34972,DM,384,24,New Apprentice,C,B,Oct-49,Internet & Telecom,Questioned LC about support in role which Lacey confirmed.,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34940,IT,367,19,New Apprentice,5,4,50-249,Computers & Electronics,,"14,000",34,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34821,DM,370,20,New Apprentice,8,7,01-Sep,Internet & Telecom,,"14,000",40,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34793,IT,374,24,New Apprentice,c,D,250-499,Health,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34746,IT,376,19,New Apprentice,5,9,Oct-49,Jobs & Education,,"14,000",38,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34691,DM,369,23,New Apprentice,B,A,01-Sep,Internet & Telecom,,"14,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34662,IT,366,18,New Apprentice,5,4,Oct-49,Computers & Electronics,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34618,SWD,401,25,New Apprentice,C,C,01-Sep,Computers & Electronics,,"14,000",43,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34596,IT,369,18,New Apprentice,5,6,50-249,Computers & Electronics,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34545,DM,380,20,New Apprentice,5,6,Oct-49,Business & Industrial,,"14,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34538,IT,380,20,New Apprentice,4,4,Oct-49,Computers & Electronics,,"14,000",37,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34517,IT,381,19,New Apprentice,5,5,50-249,Jobs & Education,,"14,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34510,DA,369,18,New Apprentice,6,5,50-249,Business & Industrial,,"14,000",39,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34505,IT,367,16,New Apprentice,6,6,50-249,Computers & Electronics,,"14,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34502,IT,374,18,New Apprentice,5,8,01-Sep,Computers & Electronics,,"14,000",34,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34370,IT,373,22,New Apprentice,B,A*,50-249,Computers & Electronics,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34365,IT,378,19,New Apprentice,7,6,Oct-49,Internet & Telecom,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34338,SWD,379,24,New Apprentice,0,0,Oct-49,People & Society,,"14,000",34,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34319,IT,374,21,New Apprentice,4,4,500-999,Science,,"14,000",38,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34314,IT,374,20,New Apprentice,5,4,Oct-49,Internet & Telecom,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34313,IT,368,22,New Apprentice,B,A,50-249,Computers & Electronics,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34259,IT,366,16,New Apprentice,4,4,50-249,Computers & Electronics,,"14,000",40,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34171,IT,370,22,New Apprentice,4,B,Oct-49,Computers & Electronics,,"14,000",40,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34146,DM,369,45,New Apprentice,A,A,Oct-49,Sports,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34089,IT,371,50,New Apprentice,C,C,50-249,Computers & Electronics,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34086,DM,373,19,New Apprentice,6,5,Oct-49,Home & Garden,,"14,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34016,IT,433,17,New Apprentice,7,5,500-999,Business & Industrial,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34005,IT,387,19,New Apprentice,5,4,50-249,Computers & Electronics,,"14,000",34,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33905,IT,378,19,New Apprentice,5,3,Oct-49,Jobs & Education,,"14,000",31,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33904,IT,369,24,New Apprentice,A,C,250-499,Jobs & Education,,"14,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33896,DM,379,19,New Apprentice,5,7,Oct-49,Business & Industrial,,"14,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33846,IT,366,22,New Apprentice,C,C,Oct-49,Computers & Electronics,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33769,DM,381,28,New Apprentice,C,C,01-Sep,Business & Industrial,,"14,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33764,DM,368,19,New Apprentice,4,6,Oct-49,Business & Industrial,,"14,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33745,DM,369,21,New Apprentice,6,9,Oct-49,Home & Garden,,"14,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33732,IT,366,24,New Apprentice,A,B,01-Sep,Internet & Telecom,,"14,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33680,IT,390,44,New Apprentice,N/A,N/A,250-499,Business & Industrial,,"14,000",36,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33673,IT,373,18,New Apprentice,5,5,50-249,Jobs & Education,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33670,IT,367,19,New Apprentice,4,6,"1,000+",Law & Government,DC 28/02/22 - Duplicate vacancy under 12k signed off by DC/BB,"14,000",34,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33656,DM,392,20,New Apprentice,4,5,Oct-49,Internet & Telecom,,"14,000",36,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33649,IT,367,20,New Apprentice,4,5,Oct-49,Computers & Electronics,,"14,000",39,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33631,IT,381,20,New Apprentice,7,6,Oct-49,Computers & Electronics,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33627,IT,374,23,New Apprentice,C,C,01-Sep,Computers & Electronics,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33398,SWD,368,32,New Apprentice,N/A,N/A,01-Sep,Computers & Electronics,"RR - 03/03 - Candidate happy with everything, however, had questioned when they start coding as AN Computing go through Dev Cycle before coding.","14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33384,DM,409,20,New Apprentice,6,7,Oct-49,Law & Government,,"14,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33236,SWD,367,19,New Apprentice,6,4,01-Sep,Arts & Entertainment,,"14,000",34,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33226,DM,366,23,New Apprentice,C,B,Oct-49,Science,,"14,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33213,IT,458,18,New Apprentice,6,8,50-249,Computers & Electronics,,"14,000",39,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33184,DM,404,23,New Apprentice,C,C,Oct-49,Business & Industrial,,"14,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33100,IT,395,24,New Apprentice,B,C,50-249,Computers & Electronics,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32991,SWD,370,19,New Apprentice,3,3,01-Sep,Computers & Electronics,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32921,DM,372,20,New Apprentice,4,6,Oct-49,Games,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32852,IT,373,24,New Apprentice,B,B,Oct-49,Computers & Electronics,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32839,SWD,367,24,New Apprentice,B,B,01-Sep,Computers & Electronics,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32799,DM,382,23,New Apprentice,C,B,01-Sep,Business & Industrial,,"14,000",31,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
32792,IT,369,20,New Apprentice,4,5,Oct-49,Computers & Electronics,,"14,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
32782,DM,395,18,New Apprentice,5,4,Oct-49,Home & Garden,,"14,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
32705,SWD,372,31,New Apprentice,B,A,01-Sep,Internet & Telecom,,"14,000",98,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32698,SWD,370,25,New Apprentice,C,C,01-Sep,Computers & Electronics,,"14,000",44,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32697,SWD,369,29,New Apprentice,A,A*,Oct-49,Computers & Electronics,,"14,000",38,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
32696,SWD,372,32,New Apprentice,C,B,Oct-49,Finance,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32693,SWD,372,38,New Apprentice,C,B,01-Sep,Internet & Telecom,,"14,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32680,DM,374,25,New Apprentice,A,B,Oct-49,Home & Garden,,"14,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32661,IT,366,28,New Apprentice,A,D,Oct-49,Arts & Entertainment,,"14,000",32,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34474,IT,369,25,New Apprentice,C,7,Oct-49,Computers & Electronics,,"13,988",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34157,SWD,366,19,New Apprentice,4,5,Oct-49,Computers & Electronics,,"13,988",36,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35009,DM,372,21,New Apprentice,6,6,Oct-49,Internet & Telecom,,"13,860",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
